Year,Car,Model,Kilometers,Fuel,Transmission,City Code,Price
2017,Maruti,Alto 800,36.35k,Petrol,Manual,MH-46,₹2.59 lakh
2010,Tata,Nano ,86.43k,Petrol,Manual,MH-14,₹0.45 lakh
2011,Honda,City ,70.01k,Petrol,Auto,MH-02,₹2.19 lakh
2013,Honda,Amaze ,1.3l,Diesel,Manual,MH-14,₹2.54 lakh
2013,Honda,Amaze ,96.05k,Petrol,Auto,MH-12,₹2.50 lakh
2018,Ford,Figo Aspire,87.19k,Diesel,Manual,MH-14,₹3.78 lakh
2017,Tata,Tiago ,75.27k,Petrol,Manual,MH-14,₹3.48 lakh
2021,Tata,NEXON ,31.40k,Petrol,Manual,MH-14,₹6.50 lakh
2012,Volkswagen,Polo ,94.56k,Petrol,Manual,MH-13,₹1.90 lakh
2016,Honda,Brio ,21.51k,Petrol,Manual,MH-12,₹2.77 lakh
2024,Renault,TRIBER ,8.86k,Petrol,Manual,MH-12,₹6.11 lakh
2011,Hyundai,i10 ,55.44k,Petrol,Manual,MH-12,₹1.35 lakh
2024,Maruti,Swift ,17.67k,Petrol,Manual,MH-14,₹6.99 lakh
2015,Maruti,Wagon R,17.50k,Petrol,Manual,MH-14,₹3.56 lakh
2024,Tata,Curvv ,29.42k,Petrol,Auto,MH-14,₹14.49 lakh
2014,Volkswagen,Polo ,1.3l,Diesel,Manual,MH-18,₹2.65 lakh
2012,Maruti,Ertiga ,46.54k,Diesel,Manual,DL-2C,₹2.83 lakh
2012,Ford,Fiesta Classic,85.20k,Diesel,Manual,MH-14,₹2.00 lakh
2023,Tata,NEXON EV,20.88k,Electric,Auto,MH-12,₹11.62 lakh
2012,Hyundai,Santro Xing,1.6l,Petrol,Manual,MH-14,₹1.22 lakh
2015,Maruti,Wagon R,73.48k,Petrol,Manual,MH-12,₹3.00 lakh
2012,Hyundai,Eon ,1.1l,Petrol,Manual,MH-14,₹1.05 lakh
2011,Volkswagen,Vento ,74.61k,Petrol,Manual,MH-02,₹1.69 lakh
2022,Mahindra,XUV700 ,42.44k,Petrol,Manual,MH-12,₹12.81 lakh
2018,Hyundai, SANTRO,1.5l,Petrol,Manual,MH-12,₹3.00 lakh
2011,Hyundai,i20 ,81.02k,Petrol,Manual,MH-12,₹1.97 lakh
2017,Maruti,Wagon R,1.2l,Petrol,Manual,MH-12,₹2.95 lakh
2013,Volkswagen,Vento ,2.1l,Diesel,Manual,MH-12,₹3.17 lakh
2023,Honda,City ,3.35k,Petrol,Manual,23-BH,₹7.80 lakh
2018,Honda,City ,44.44k,Petrol,Auto,MH-03,₹6.80 lakh
2017,Maruti,Ciaz ,37.73k,Petrol,Manual,MH-12,₹4.51 lakh
2011,Volkswagen,Vento ,1.5l,Diesel,Manual,MH-04,₹1.62 lakh
2010,Maruti,SX4 ,84.64k,Petrol,Manual,MH-03,₹1.13 lakh
2020,Tata,ALTROZ ,66.65k,Petrol,Manual,MH-14,₹4.94 lakh
2012,Chevrolet,Beat ,95.44k,Petrol,Manual,MH-14,₹1.29 lakh
2012,Honda,Civic ,67.50k,Petrol,Auto,MH-14,₹2.75 lakh
2013,Chevrolet,Sail UVA,82.06k,Petrol,Manual,MH-17,₹1.40 lakh
2012,Honda,City ,36.18k,Petrol,Manual,DL-4C,₹1.94 lakh
2022,Maruti,Eeco ,51.55k,Petrol,Manual,MH-14,₹5.79 lakh
2011,Maruti,Zen Estilo,77.62k,Petrol,Manual,MH-08,₹1.33 lakh
2011,Renault,Fluence ,86.23k,Diesel,Manual,MH-12,₹2.10 lakh
2014,Volkswagen,Polo ,55.06k,Petrol,Manual,MH-46,₹3.02 lakh
2017,Hyundai,Elite i20,46.48k,Petrol,Manual,MH-12,₹4.44 lakh
2022,Nissan,MAGNITE ,44.47k,Petrol,Manual,MH-14,₹4.70 lakh
2019,Honda,Amaze ,58.32k,Petrol,Manual,MH-12,₹4.98 lakh
2010,Hyundai,Santro Xing,28.59k,Petrol,Manual,MH-12,₹1.24 lakh
2013,Maruti,Wagon R,95.16k,Petrol,Manual,MH-12,₹2.15 lakh
2010,Hyundai,i20 ,77.54k,Petrol,Manual,MH-12,₹1.85 lakh
2017,Maruti,Wagon R,68.52k,Petrol,Manual,MH-14,₹3.57 lakh
2012,Maruti,Alto 800,75.71k,Petrol,Manual,MH-09,₹1.59 lakh
2013,Ford,Ecosport ,2.9l,Diesel,Manual,MH-25,₹2.59 lakh
2014,Maruti,Wagon R,91.20k,Petrol,Manual,MH-42,₹2.25 lakh
2014,Honda,City ,1.5l,Diesel,Manual,MH-14,₹4.45 lakh
2022,Hyundai,VENUE ,51.14k,Petrol,Manual,22-BH,₹6.69 lakh
2018,Maruti,Wagon R,1.5l,Petrol,Manual,MH-12,₹3.50 lakh
2013,Hyundai,i20 ,1.6l,Diesel,Manual,MH-14,₹2.36 lakh
2012,Tata,Manza ,50.91k,Petrol,Manual,MH-12,₹1.99 lakh
2021,Maruti,S Cross,34.75k,Petrol,Manual,MH-27,₹6.47 lakh
2010,Hyundai,i10 ,68.07k,Petrol,Auto,MH-12,₹1.59 lakh
2021,Maruti, Wagon-R,54.20k,Petrol,Manual,GA-05,₹4.17 lakh
2015,Hyundai,Elite i20,86.96k,Petrol,Manual,MH-14,₹3.72 lakh
2010,Honda,City ,1.2l,Petrol,Auto,MH-12,₹2.13 lakh
2013,Hyundai,i10 ,1.0l,Petrol,Manual,MH-49,₹1.70 lakh
2011,Maruti,A Star,95.89k,Petrol,Manual,MH-12,₹1.00 lakh
2013,Fiat,Grand Punto,1.3l,Diesel,Manual,MH-12,₹1.49 lakh
2015,Maruti,Ciaz ,2.0l,Petrol,Manual,MH-06,₹3.09 lakh
2017,Tata,Tiago ,1.1l,Petrol,Manual,MH-12,₹3.39 lakh
2014,Hyundai,Xcent ,1.9l,Diesel,Manual,MH-12,₹2.59 lakh
2017,Ford,Ecosport ,43.14k,Petrol,Manual,MH-46,₹4.99 lakh
2014,Hyundai,Grand i10,54.40k,Petrol,Auto,MH-12,₹3.48 lakh
2011,Hyundai,i10 ,60.59k,Petrol,Manual,MH-02,₹1.21 lakh
2017,Maruti,Dzire ,79.70k,Petrol,Auto,UP-14,₹3.74 lakh
2017,Maruti,Celerio ,1.4l,Petrol,Manual,MH-12,₹3.17 lakh
2017,Volkswagen,Ameo ,1.1l,Petrol,Manual,MH-12,₹3.73 lakh
2018,Maruti,IGNIS ,51.70k,Petrol,Auto,MH-14,₹3.50 lakh
2016,Honda,Amaze ,1.3l,Diesel,Manual,MH-11,₹3.00 lakh
2013,Hyundai,Grand i10,97.89k,Diesel,Manual,MH-14,₹2.59 lakh
2016,Maruti,Wagon R,11.73k,Petrol,Auto,MH-12,₹3.54 lakh
2011,Fiat,Grand Punto,2.0l,Diesel,Manual,DL-13,₹0.68 lakh
2011,Hyundai,i10 ,41.58k,Petrol,Manual,MH-31,₹1.50 lakh
2011,Maruti,Swift ,1.2l,Petrol,Manual,MH-12,₹1.88 lakh
2011,Toyota,Etios ,1.7l,Diesel,Manual,MH-12,₹2.32 lakh
2020,Tata,NEXON ,47.67k,Diesel,Manual,MH-12,₹7.50 lakh
2016,Ford,Figo Aspire,58.56k,Petrol,Auto,MH-12,₹2.83 lakh
2014,Honda,Mobilio ,1.5l,Petrol,Manual,MH-12,₹4.10 lakh
2017,Maruti,Ciaz ,47.35k,Petrol,Manual,MH-12,₹4.33 lakh
2010,Volkswagen,Polo ,1.4l,Petrol,Manual,MH-12,₹1.65 lakh
2014,Hyundai,Grand i10,97.02k,Petrol,Manual,MH-12,₹2.66 lakh
2010,Tata,Nano ,21.97k,Petrol,Manual,MH-12,₹0.39 lakh
2021,Honda,Amaze ,77.35k,Petrol,Manual,MH-01,₹4.41 lakh
2010,Maruti,Swift ,60.65k,Petrol,Manual,MH-14,₹1.85 lakh
2010,Maruti,Swift Dzire,93.97k,Petrol,Manual,MH-12,₹1.61 lakh
2016,Mitsubishi,Pajero Sport,1.6l,Diesel,Auto,GJ-06,₹5.65 lakh
2018,Ford,Figo Aspire,48.53k,Petrol,Manual,MH-14,₹3.64 lakh
2019,Maruti,Celerio ,62.57k,Petrol,Manual,MH-14,₹4.33 lakh
2011,Nissan,Sunny ,85.68k,Petrol,Manual,MH-14,₹1.60 lakh
2018,Hyundai,Eon ,65.53k,Petrol,Manual,MH-12,₹2.61 lakh
2014,Tata,Indica Vista,1.4l,Diesel,Manual,MH-12,₹1.83 lakh
2018,Tata,Tiago ,1.5l,Diesel,Manual,MH-12,₹3.80 lakh
2013,Ford,Classic ,1.8l,Diesel,Manual,MH-13,₹1.57 lakh
2015,Hyundai,Grand i10,84.66k,Petrol,Manual,MH-12,₹3.15 lakh
2012,Maruti,Alto K10,3.0l,Petrol,Manual,MH-14,₹1.17 lakh
2011,Maruti,Ritz ,55.55k,Petrol,Manual,MH-12,₹1.70 lakh
2018,Volkswagen,Polo ,16.82k,Petrol,Manual,MH-14,₹4.80 lakh
2017,Skoda,Rapid ,75.35k,Petrol,Manual,MH-47,₹3.95 lakh
2017,Maruti,Vitara Brezza,1.1l,Diesel,Manual,MH-42,₹5.89 lakh
2011,Hyundai,i10 ,42.52k,Petrol,Manual,MH-14,₹1.38 lakh
2018,Maruti,Wagon R,1.3l,Petrol,Manual,MH-12,₹3.13 lakh
2021,Maruti,Baleno ,83.46k,Petrol,Manual,MH-25,₹5.93 lakh
2012,Renault,Duster ,1.0l,Diesel,Manual,MH-12,₹2.13 lakh
2020,KIA,SELTOS ,33.67k,Petrol,Manual,MP-04,₹7.46 lakh
2022,Hyundai,GRAND I10,20.06k,Petrol,Manual,JH-01,₹5.50 lakh
2017,Honda,City ,1.3l,Petrol,Auto,MH-37,₹6.00 lakh
2012,Maruti,Alto ,2.3l,Petrol,Manual,MH-14,₹1.13 lakh
2011,Tata,Safari ,3.5l,Diesel,Manual,MH-12,₹1.84 lakh
2019,Hyundai,Grand i10,66.50k,Petrol,Manual,CG-04,₹4.60 lakh
2018,Hyundai,Creta ,99.87k,Petrol,Manual,MH-14,₹6.88 lakh
2017,Honda,BR-V ,59.47k,Petrol,Manual,MH-01,₹4.47 lakh
2011,Volkswagen,Vento ,1.6l,Petrol,Manual,MH-12,₹1.80 lakh
2014,Hyundai,Xcent ,89.71k,Petrol,Auto,MH-05,₹2.57 lakh
2018,Tata,Tiago ,1.0l,Petrol,Auto,MH-12,₹3.26 lakh
2013,Maruti,Ertiga ,29.63k,Diesel,Manual,MH-12,₹5.94 lakh
2014,Honda,City ,1.2l,Petrol,Manual,MH-14,₹3.57 lakh
2023,Maruti,Swift ,27.39k,Petrol,Manual,MH-12,₹5.65 lakh
2016,Maruti,Celerio ,24.54k,Petrol,Auto,MH-12,₹3.55 lakh
2010,Chevrolet,Beat ,84.97k,Petrol,Manual,MH-12,₹0.83 lakh
2020,Skoda,Rapid ,52.20k,Petrol,Manual,MH-14,₹5.40 lakh
2012,Maruti,SX4 ,80.34k,Petrol,Manual,MH-42,₹1.37 lakh
2012,Renault,Scala ,1.1l,Diesel,Manual,MH-12,₹2.41 lakh
2019,Maruti,Swift ,1.3l,Diesel,Manual,MH-14,₹6.07 lakh
2013,Hyundai,i20 ,73.85k,Petrol,Manual,MH-14,₹2.74 lakh
2017,Mahindra,XUV500 ,1.5l,Diesel,Manual,DN-09,₹7.12 lakh
2010,Chevrolet,Beat ,1.2l,Petrol,Manual,MH-06,₹0.87 lakh
2011,Ford,Figo ,92.12k,Petrol,Manual,MH-12,₹1.07 lakh
2010,Chevrolet,Aveo ,1.1l,Petrol,Manual,MH-15,₹1.33 lakh
2011,Maruti,A Star,1.1l,Petrol,Manual,MH-02,₹1.28 lakh
2010,Maruti,SX4 ,1.1l,Petrol,Manual,MH-12,₹1.87 lakh
2011,Maruti,Swift Dzire,2.2l,Petrol,Manual,MH-12,₹1.52 lakh
2022,Hyundai, SANTRO,47.11k,Petrol,Manual,MH-12,₹5.06 lakh
2011,Chevrolet,Beat ,1.5l,Diesel,Manual,MH-02,₹0.68 lakh
2011,Chevrolet,Spark ,75.33k,Petrol,Manual,MH-01,₹0.62 lakh
2017,Maruti,Ertiga ,86.48k,Petrol,Manual,MH-46,₹7.40 lakh
2014,Skoda,Rapid ,78.42k,Diesel,Manual,MH-01,₹2.50 lakh
2018,Volkswagen,Polo ,34.51k,Petrol,Manual,MH-12,₹4.99 lakh
2011,Volkswagen,Vento ,83.02k,Petrol,Manual,MH-01,₹1.65 lakh
2014,Maruti,Swift Dzire,1.2l,Diesel,Manual,MH-15,₹4.34 lakh
2014,Hyundai,Verna ,60.98k,Petrol,Manual,MH-01,₹3.41 lakh
2011,Maruti,Swift ,1.1l,Petrol,Manual,MH-46,₹1.70 lakh
2015,Tata,Indigo ECS,88.28k,Diesel,Manual,MH-15,₹1.68 lakh
2014,Honda,City ,94.37k,Petrol,Auto,MH-12,₹3.45 lakh
2015,Maruti,Celerio ,1.1l,Petrol,Manual,MH-06,₹2.60 lakh
2023,Maruti,S PRESSO,886,Petrol,Manual,MH-14,₹4.50 lakh
2020,Renault,TRIBER ,27.10k,Petrol,Manual,MH-14,₹5.23 lakh
2017,Maruti,Swift ,63.57k,Petrol,Manual,DL-9C,₹3.17 lakh
2010,Maruti,Swift ,1.1l,Diesel,Manual,MH-02,₹2.00 lakh
2018,Maruti,Celerio ,22.10k,Petrol,Auto,MH-12,₹3.40 lakh
2015,Hyundai,Xcent ,1.1l,Petrol,Manual,MH-20,₹2.60 lakh
2018,Maruti,Celerio ,76.36k,Petrol,Manual,MH-12,₹3.64 lakh
2017,Maruti,Wagon R,93.97k,Petrol,Manual,MH-12,₹3.00 lakh
2021,Maruti,Swift ,42.47k,Petrol,Manual,UP-35,₹5.11 lakh
2019,Hyundai,Elite i20,26.17k,Petrol,Auto,MH-12,₹5.50 lakh
2011,Tata,Safari ,1.1l,Diesel,Manual,MH-12,₹2.20 lakh
2013,Toyota,Etios ,24.37k,Petrol,Manual,MH-12,₹3.00 lakh
2019,Maruti,Ertiga ,1.2l,Diesel,Manual,GJ-02,₹8.15 lakh
2021,Tata,ALTROZ ,25.48k,Petrol,Manual,MH-19,₹5.54 lakh
2017,Honda,WR-V ,92.94k,Petrol,Manual,MH-05,₹4.25 lakh
2011,Maruti,Wagon R,60.57k,Petrol,Manual,MH-12,₹1.70 lakh
2017,Maruti,IGNIS ,1.6l,Petrol,Auto,MH-42,₹3.84 lakh
2022,Tata,NEXON ,79.53k,Petrol,Manual,MH-14,₹7.42 lakh
2018,Tata,NEXON ,85.19k,Diesel,Manual,MH-12,₹6.01 lakh
2021,Hyundai,AURA ,1.2l,Petrol,Manual,MH-12,₹5.33 lakh
2013,Maruti,Swift Dzire,82.25k,Diesel,Manual,MH-11,₹4.05 lakh
2015,Hyundai,Grand i10,36.92k,Petrol,Manual,MH-14,₹3.51 lakh
2013,Skoda,Rapid ,1.1l,Petrol,Manual,MH-02,₹2.41 lakh
2016,Honda,Jazz ,23.59k,Petrol,Auto,MH-12,₹4.77 lakh
2021,Tata,NEXON ,23.00k,Petrol,Manual,MH-14,₹7.30 lakh
2016,Maruti,Ciaz ,2.5l,Diesel,Manual,MH-09,₹3.92 lakh
2017,Hyundai,Xcent ,55.06k,Petrol,Manual,MH-46,₹3.50 lakh
2016,Hyundai,Grand i10,39.20k,Petrol,Manual,MH-04,₹3.08 lakh
2018,Maruti,Wagon R,59.59k,Petrol,Manual,MH-14,₹3.18 lakh
2020,Skoda,Rapid ,55.15k,Petrol,Manual,JH-01,₹5.46 lakh
2018,Tata,NEXON ,90.20k,Diesel,Manual,MH-12,₹6.72 lakh
2013,Hyundai,i20 ,53.46k,Petrol,Manual,MH-12,₹3.17 lakh
2021,Mahindra,Thar ,26.63k,Petrol,Auto,MH-43,₹9.50 lakh
2019,Hyundai,Creta ,99.67k,Petrol,Auto,MH-04,₹9.00 lakh
2016,Maruti,Ciaz ,65.83k,Petrol,Manual,MH-12,₹4.42 lakh
2013,Jaguar,XF ,1.4l,Diesel,Auto,MH-14,₹6.91 lakh
2010,Volkswagen,Polo ,1.3l,Petrol,Manual,MH-01,₹1.74 lakh
2010,Hyundai,i10 ,44.20k,Petrol,Auto,MH-12,₹1.61 lakh
2018,Tata,NEXON ,1.1l,Diesel,Auto,MH-14,₹5.88 lakh
2019,Hyundai,Grand i10,77.07k,Petrol,Manual,MH-14,₹4.54 lakh
2021,Hyundai,VENUE ,68.61k,Diesel,Manual,MH-12,₹8.33 lakh
2013,Tata,Indica Vista,1.2l,Diesel,Manual,MH-04,₹1.10 lakh
2011,Hyundai,Verna ,69.96k,Petrol,Manual,MH-12,₹2.79 lakh
2017,Mahindra,XUV500 ,1.0l,Diesel,Auto,MH-14,₹8.23 lakh
2011,Hyundai,i10 ,1.9l,Petrol,Manual,MH-14,₹1.32 lakh
2017,Ford,Ecosport ,72.07k,Petrol,Manual,MH-03,₹4.25 lakh
2011,Hyundai,i20 ,97.10k,Petrol,Manual,MH-12,₹1.81 lakh
2011,Renault,Fluence ,100.00k,Diesel,Manual,MH-12,₹2.50 lakh
2017,Maruti,Ertiga ,1.1l,Petrol,Manual,MH-12,₹6.17 lakh
2017,Maruti,Swift Dzire,65.50k,Petrol,Manual,OD-02,₹3.68 lakh
2018,Maruti,Ciaz ,91.64k,Petrol,Auto,MH-02,₹4.99 lakh
2015,Maruti,Swift Dzire,1.2l,Petrol,Manual,MH-14,₹3.10 lakh
2019,Renault,Kwid ,56.60k,Petrol,Auto,MH-14,₹2.75 lakh
2018,Tata,NEXON ,11.59k,Petrol,Manual,MH-12,₹5.50 lakh
2016,Ford,Figo Aspire,68.07k,Petrol,Manual,MH-12,₹2.97 lakh
2024,Mahindra,XUV700 ,8.63k,Diesel,Auto,MH-11,₹22.24 lakh
2019,Maruti,Baleno ,67.63k,Petrol,Manual,MH-14,₹4.60 lakh
2019,Honda,City ,39.71k,Petrol,Manual,UK-07,₹6.38 lakh
2014,Mahindra,Scorpio ,1.3l,Diesel,Manual,MH-12,₹4.70 lakh
2023,Maruti,BREZZA ,43.87k,Petrol,Manual,MH-12,₹8.16 lakh
2019,Maruti,S PRESSO,74.34k,Petrol,Manual,MH-12,₹3.09 lakh
2022,Mahindra,XUV700 ,78.82k,Diesel,Auto,MH-12,₹19.55 lakh
2023,Maruti,Swift ,42.31k,Petrol,Manual,MH-12,₹7.29 lakh
2025,Maruti,Dzire ,3.63k,Petrol,Manual,MH-16,₹7.64 lakh
2021,Hyundai,GRAND I10,75.25k,Petrol,Manual,MH-14,₹5.54 lakh
2015,Ford,Ecosport ,80.50k,Diesel,Manual,JH-01,₹3.51 lakh
2020,KIA,SELTOS ,1.2l,Diesel,Manual,MH-14,₹9.00 lakh
2014,Ford,Ecosport ,100.00k,Petrol,Auto,MH-43,₹3.20 lakh
2015,Volkswagen,Polo ,1.1l,Petrol,Manual,MH-14,₹3.53 lakh
2021,Maruti, Wagon-R,1.7l,Petrol,Manual,MH-12,₹3.50 lakh
2013,Hyundai,Verna ,1.1l,Diesel,Manual,MH-27,₹3.32 lakh
2017,Maruti,Baleno ,56.15k,Petrol,Manual,MH-12,₹4.89 lakh
2023,Maruti,Eeco ,48.45k,Petrol,Manual,MH-12,₹6.00 lakh
2022,Tata,Tiago ,56.00k,Petrol,Manual,MH-42,₹4.50 lakh
2020,Renault,Kwid ,18.22k,Petrol,Auto,UP-65,₹3.50 lakh
2025,Skoda,Kylaq ,6.21k,Petrol,Manual,MH-12,₹8.00 lakh
2016,Honda,City ,84.75k,Petrol,Manual,MH-14,₹4.55 lakh
2022,Tata,Harrier ,96.12k,Diesel,Auto,MH-14,₹16.27 lakh
2011,Toyota,Corolla Altis,1.5l,Petrol,Manual,MH-46,₹2.50 lakh
2011,Maruti,Alto K10,1.1l,Petrol,Manual,MH-14,₹1.22 lakh
2023,Hyundai,GRAND I10,2.37k,Petrol,Manual,MH-12,₹7.10 lakh
2014,Honda,Amaze ,49.34k,Petrol,Manual,MH-47,₹3.22 lakh
2022,Maruti,XL6 ,29.81k,Petrol,Manual,MH-14,₹8.96 lakh
2021,Maruti,Vitara Brezza,14.12k,Petrol,Manual,MH-14,₹6.82 lakh
2023,Tata,NEXON ,18.28k,Petrol,Manual,MH-12,₹7.47 lakh
2011,Maruti,Zen Estilo,1.0l,Petrol,Manual,MH-14,₹1.09 lakh
2016,Volkswagen,Polo ,1.1l,Petrol,Auto,MH-12,₹4.93 lakh
2022,Maruti,Swift ,27.72k,Petrol,Manual,MH-14,₹6.86 lakh
2020,Hyundai,GRAND I10,69.36k,Petrol,Manual,MH-14,₹5.62 lakh
2023,Tata,TIGOR ,69.81k,Petrol,Manual,MH-05,₹6.30 lakh
2013,Mahindra,XUV500 ,1.0l,Diesel,Manual,MH-06,₹3.50 lakh
2017,Honda,WR-V ,1.3l,Diesel,Manual,MH-14,₹5.20 lakh
2019,Hyundai, SANTRO,66.95k,Petrol,Manual,MH-14,₹3.40 lakh
2024,Tata,ALTROZ ,38.20k,Petrol,Manual,MH-12,₹7.69 lakh
2014,Tata,Nano ,1.0l,Petrol,Manual,MH-02,₹0.83 lakh
2023,Maruti,Ertiga ,66.08k,Petrol,Manual,MH-12,₹9.98 lakh
2014,Toyota,Etios Liva,31.91k,Petrol,Manual,MH-12,₹3.27 lakh
2015,Maruti,Ertiga ,2.0l,Diesel,Manual,MH-14,₹6.00 lakh
2017,Tata,NEXON ,1.7l,Diesel,Manual,MH-12,₹5.50 lakh
2011,Honda,City ,64.78k,Petrol,Auto,MH-12,₹2.51 lakh
2014,Maruti,Ertiga ,1.7l,Petrol,Manual,MH-05,₹4.35 lakh
2011,Chevrolet,Beat ,78.36k,Petrol,Manual,MH-03,₹1.17 lakh
2018,Maruti,Ciaz ,1.2l,Diesel,Manual,MH-04,₹5.25 lakh
2017,Mahindra,Xylo ,99.28k,Diesel,Manual,MH-12,₹2.70 lakh
2022,Tata,NEXON ,27.76k,Petrol,Manual,MH-12,₹6.85 lakh
2012,Maruti,Eeco ,84.51k,Petrol,Manual,MH-14,₹2.37 lakh
2016,Maruti,Baleno ,30.39k,Petrol,Auto,MH-12,₹4.12 lakh
2016,Hyundai,Creta ,58.57k,Petrol,Manual,MH-12,₹7.00 lakh
2011,Nissan,Teana ,1.1l,Petrol,Auto,MH-14,₹3.50 lakh
2021,Hyundai,AURA ,86.55k,Petrol,Manual,MH-14,₹5.50 lakh
2011,Skoda,Laura ,93.29k,Diesel,Auto,MH-43,₹2.55 lakh
2019,Maruti,Ertiga ,87.39k,Petrol,Auto,MH-12,₹7.95 lakh
2010,Toyota,Innova ,3.0l,Diesel,Manual,MH-14,₹3.03 lakh
2018,Hyundai,Grand i10,71.83k,Petrol,Manual,MH-17,₹3.50 lakh
2020,Ford,Ecosport ,1.5l,Diesel,Manual,MH-11,₹6.50 lakh
2014,Renault,Duster ,1.4l,Diesel,Manual,MH-04,₹3.63 lakh
2020,Honda,Amaze ,29.37k,Petrol,Auto,MH-43,₹5.40 lakh
2022,Tata,Tiago ,16.77k,Petrol,Manual,MH-12,₹5.68 lakh
2023,Maruti,Ertiga ,26.38k,Petrol,Manual,MH-14,₹11.22 lakh
2014,Maruti,Celerio ,75.23k,Petrol,Manual,MH-14,₹3.36 lakh
2018,Maruti,Wagon R,88.31k,Petrol,Manual,MH-14,₹3.36 lakh
2021,Hyundai,Creta ,66.33k,Diesel,Manual,MH-12,₹10.33 lakh
2025,Maruti,FRONX ,11.81k,Petrol,Auto,MH-12,₹8.50 lakh
2016,Honda,City ,83.94k,Petrol,Auto,MH-46,₹4.51 lakh
2017,Honda,WR-V ,1.3l,Diesel,Manual,MH-12,₹5.66 lakh
2017,Maruti,Dzire ,77.19k,Petrol,Auto,MH-12,₹4.70 lakh
2022,Honda,City ,42.74k,Petrol,Auto,MH-12,₹9.13 lakh
2018,Hyundai,Elite i20,50.11k,Petrol,Auto,MH-14,₹5.00 lakh
2022,Tata,NEXON ,61.58k,Diesel,Auto,MH-12,₹10.81 lakh
2022,Tata,Tiago ,18.60k,Petrol,Manual,MH-12,₹5.16 lakh
2014,Honda,City ,1.9l,Diesel,Manual,MH-14,₹4.72 lakh
2017,Maruti,Celerio ,96.74k,Petrol,Auto,MH-16,₹3.08 lakh
2017,Maruti,Celerio ,1.3l,Petrol,Manual,MH-14,₹3.09 lakh
2013,Maruti,Swift Dzire,2.1l,Diesel,Manual,MH-12,₹4.46 lakh
2023,Maruti,Baleno ,13.68k,Petrol,Manual,MH-12,₹7.80 lakh
2019,Maruti, Wagon-R,50.30k,Petrol,Manual,MH-14,₹4.74 lakh
2016,Maruti,Celerio ,84.54k,Petrol,Manual,MH-04,₹3.00 lakh
2016,Hyundai,Grand i10,89.72k,Petrol,Auto,MH-14,₹4.00 lakh
2015,Hyundai,Grand i10,91.03k,Petrol,Manual,MH-12,₹3.25 lakh
2022,Tata,ALTROZ ,44.82k,Diesel,Manual,MH-12,₹7.26 lakh
2018,Honda,City ,41.58k,Petrol,Auto,MH-12,₹7.21 lakh
2017,Maruti,Baleno ,45.51k,Petrol,Manual,MH-12,₹4.18 lakh
2017,Honda,WR-V ,1.1l,Petrol,Manual,MH-26,₹4.77 lakh
2016,Tata,Zest ,1.7l,Petrol,Manual,MH-12,₹2.49 lakh
2017,Maruti,IGNIS ,16.10k,Petrol,Auto,MH-12,₹4.50 lakh
2015,Maruti,Ertiga ,1.6l,Petrol,Manual,MH-12,₹5.04 lakh
2015,Skoda,Octavia ,1.4l,Diesel,Auto,MH-14,₹6.58 lakh
2022,KIA,SONET ,22.66k,Diesel,Manual,MH-12,₹8.88 lakh
2022,Volkswagen,TAIGUN ,40.56k,Petrol,Auto,MH-14,₹10.16 lakh
2018,Maruti,Vitara Brezza,1.6l,Diesel,Manual,MH-14,₹6.49 lakh
2013,Honda,City ,1.7l,Petrol,Manual,MH-04,₹2.84 lakh
2013,BMW,1 Series,79.96k,Diesel,Auto,MH-12,₹6.00 lakh
2024,KIA,SONET ,17.89k,Petrol,Manual,24-BH,₹8.47 lakh
2023,Maruti,Alto K10,2.95k,Petrol,Manual,MH-14,₹4.41 lakh
2013,Maruti,Ertiga ,1.2l,Petrol,Manual,MH-12,₹4.60 lakh
2023,Tata,ALTROZ ,31.78k,Petrol,Manual,MH-24,₹7.85 lakh
2023,Maruti,Swift ,64.63k,Petrol,Manual,MH-12,₹7.02 lakh
2022,Hyundai, SANTRO,58.56k,Petrol,Manual,MH-14,₹5.00 lakh
2022,Tata,Harrier ,81.07k,Diesel,Auto,MH-14,₹16.87 lakh
2023,Maruti,IGNIS ,7.88k,Petrol,Manual,MH-12,₹5.00 lakh
2019,Mahindra,XUV500 ,62.24k,Diesel,Manual,MH-12,₹9.42 lakh
2024,Tata,NEXON ,7.69k,Petrol,Manual,MH-12,₹10.45 lakh
2016,Maruti,S Cross,20.83k,Diesel,Manual,MH-12,₹6.50 lakh
2019,Volkswagen,Vento ,25.10k,Diesel,Auto,MH-09,₹6.99 lakh
2017,Mahindra,XUV500 ,1.0l,Diesel,Auto,MH-14,₹9.51 lakh
2016,Maruti,Ciaz ,1.2l,Diesel,Manual,MH-12,₹4.45 lakh
2019,Tata,Tiago ,52.70k,Petrol,Manual,MH-12,₹4.16 lakh
2023,Maruti,BREZZA ,34.54k,Petrol,Manual,MH-12,₹9.40 lakh
2023,Hyundai,VENUE ,42.99k,Petrol,Manual,MH-12,₹8.74 lakh
2023,MG,ASTOR ,15.77k,Petrol,Auto,MH-12,₹12.77 lakh
2023,Maruti,XL6 ,1.1l,Petrol,Manual,MH-11,₹9.22 lakh
2024,Skoda,SLAVIA ,16.99k,Petrol,Auto,MH-12,₹13.28 lakh
2024,Maruti,XL6 ,16.08k,Petrol,Manual,MH-12,₹11.51 lakh
